"","animal","weight","age","color","spots","sex","appetite","eyecColor","aggressiveness","yard"
"6161","horse",1218.1,4,"grey",0,"F",6.997,"black",5,1
"6162","pig",787.9,2,"black",0,"M",7.412,"brown",2,2
"6163","sheep",941.8,6,"grey",0,"F",-0.423,"brown",5,4
"6164","cow",821.2,5,"grey",0,"M",4.875,"brown",4,1
"6165","horse",829.3,3,"black",0,"F",7.469,"brown",5,1
"6166","horse",869.7,1,"black",0,"M",9.476,"blue",5,4
"6167","pig",849.2,4,"brown",0,"M",4.529,"brown",5,4
"6168","horse",815.4,1,"white",0,"F",8.626,"brown",5,1
"6169","pig",1167.4,2,"red",1,"M",7.701,"black",3,3
"6170","pig",1086.9,8,"brown",0,"M",-1.328,"black",5,1
"6171","sheep",1164.7,7,"black",1,"F",5.71,"brown",4,1
"6172","pig",1048,5,"brown",1,"M",3.231,"black",1,3
"6173","sheep",1087.1,4,"red",0,"F",3.059,"black",3,1
"6174","goat",1144.9,7,"grey",0,"F",5.654,"black",3,2
"6175","cow",1458.7,1,"red",1,"M",9.02,"black",3,1
"6176","sheep",786.4,6,"black",1,"M",2.704,"black",1,1
"6177","horse",1082.5,3,"black",0,"M",2.173,"brown",1,1
"6178","pig",991.9,2,"grey",0,"F",4.127,"brown",3,1
"6179","sheep",1081.4,2,"black",1,"F",-1.266,"black",5,3
"6180","pig",908.8,2,"black",0,"F",5.717,"brown",5,3
"6181","goat",1522.5,1,"red",0,"M",1.794,"black",1,2
"6182","pig",1272.6,7,"brown",0,"M",1.079,"black",3,4
"6183","sheep",1028,6,"brown",0,"M",3.023,"black",4,1
"6184","goat",1113.4,3,"red",1,"M",4.104,"black",5,1
"6185","sheep",933.6,8,"brown",0,"F",4.629,"brown",1,4
"6186","goat",775.9,6,"red",0,"F",7.919,"black",4,1
"6187","sheep",1006.5,3,"red",1,"F",2.08,"brown",2,3
"6188","goat",864,4,"brown",0,"M",3.771,"black",5,3
"6189","horse",1195.7,6,"brown",0,"F",4.686,"brown",1,1
"6190","goat",1385.6,5,"white",0,"M",9.711,"brown",3,1
"6191","horse",1203.4,4,"red",0,"F",10.812,"black",4,1
"6192","horse",1191.2,2,"red",0,"F",6.637,"brown",2,1
"6193","sheep",1472.3,5,"grey",0,"F",1.506,"black",3,3
"6194","pig",885.9,7,"brown",0,"F",3.108,"brown",5,1
"6195","pig",1081.9,7,"white",0,"M",3.567,"black",2,1
"6196","pig",980.9,4,"grey",1,"M",7.452,"brown",1,1
"6197","pig",1035.7,3,"brown",0,"F",7.427,"brown",1,2
"6198","goat",797.9,5,"red",0,"F",7.475,"black",4,1
"6199","goat",972.9,2,"white",0,"M",6.526,"brown",2,1
"6200","horse",833.7,1,"white",1,"M",3.115,"black",3,1
"6201","sheep",970.1,3,"grey",1,"F",1.669,"black",4,1
"6202","horse",942.6,2,"black",1,"F",6.33,"black",3,1
"6203","pig",1130.2,6,"black",1,"M",8.62,"black",5,3
"6204","sheep",929.4,8,"brown",0,"F",5.689,"brown",3,1
"6205","horse",1176.6,5,"red",1,"F",0.708,"black",1,3
"6206","sheep",1249.5,4,"red",0,"F",5.122,"black",5,1
"6207","goat",1119.8,3,"black",1,"F",2.931,"black",1,2
"6208","horse",1095.3,3,"white",1,"M",5.845,"brown",1,1
"6209","pig",1252.7,1,"white",0,"M",9.258,"black",2,3
"6210","sheep",1511.4,3,"grey",0,"M",5.795,"black",5,1
"6211","sheep",1751.4,2,"red",1,"M",1.399,"black",4,4
"6212","horse",1532,1,"red",0,"F",4.271,"blue",1,1
"6213","goat",622.1,8,"grey",0,"M",8.972,"brown",3,2
"6214","sheep",1206.2,8,"black",0,"F",1.929,"black",5,3
"6215","pig",1086.1,4,"grey",0,"F",7.351,"blue",2,3
"6216","goat",1199.8,1,"white",1,"F",6.581,"black",5,3
"6217","sheep",1322.3,6,"red",0,"F",6.961,"brown",5,3
"6218","horse",787.1,1,"grey",0,"M",3.188,"brown",2,2
"6219","goat",912.3,1,"grey",1,"M",3.472,"black",1,3
"6220","goat",1035.8,4,"black",0,"M",5.327,"black",3,1
"6221","goat",969.9,7,"white",0,"M",3.178,"brown",3,1
"6222","goat",990.4,7,"white",0,"M",0.276,"blue",3,1
"6223","goat",1240.5,3,"white",1,"M",11.753,"brown",3,2
"6224","goat",872.2,5,"black",1,"M",2.442,"black",4,2
"6225","horse",879.5,5,"white",0,"M",5.985,"black",1,2
"6226","sheep",796,1,"grey",0,"M",4.145,"brown",3,1
"6227","horse",1004.1,7,"grey",1,"F",9.309,"black",2,1
"6228","sheep",939.6,6,"white",1,"M",2.796,"black",5,3
"6229","goat",1442.5,3,"white",0,"M",4.67,"brown",5,1
"6230","horse",675.9,4,"red",0,"F",0.468,"brown",5,1
"6231","cow",1274.1,3,"black",1,"M",0.118,"black",1,1
"6232","horse",1001.7,2,"grey",0,"F",3.681,"black",5,3
"6233","pig",908.2,6,"brown",0,"F",2.322,"black",1,3
"6234","goat",1123.9,1,"white",0,"F",1.558,"black",4,3
"6235","goat",897.4,7,"red",1,"M",8.03,"brown",1,1
"6236","goat",1152.3,4,"black",1,"M",4.509,"black",2,3
"6237","horse",1008.4,7,"red",0,"F",3.941,"brown",5,3
"6238","pig",1417.8,1,"grey",0,"F",9.088,"black",4,3
"6239","horse",1292.5,4,"grey",0,"F",3.357,"black",4,1
"6240","goat",1396.1,1,"red",1,"M",7.792,"blue",2,1
"6241","goat",1041.1,3,"black",1,"M",6.245,"brown",1,4
"6242","goat",1242,4,"red",0,"F",7.952,"black",1,1
"6243","horse",1518,3,"red",1,"M",13.035,"brown",1,1
"6244","horse",841.9,1,"red",1,"F",4.297,"black",5,2
"6245","pig",1510.1,3,"red",1,"F",10.767,"blue",1,2
"6246","goat",945,3,"brown",1,"F",3.065,"brown",4,1
"6247","goat",1392.5,3,"black",1,"M",7.932,"black",2,1
"6248","horse",1326.2,6,"white",0,"F",5.605,"brown",4,1
"6249","pig",1379.3,4,"red",1,"F",3.567,"black",1,1
"6250","pig",1014.5,2,"grey",0,"M",0.663,"black",2,1
"6251","goat",1225.9,7,"grey",0,"M",5.586,"black",1,1
"6252","horse",789.2,6,"grey",0,"F",8.782,"brown",4,1
"6253","pig",918.6,2,"white",0,"F",5.294,"brown",5,4
"6254","horse",696,5,"white",0,"F",6.747,"brown",2,3
"6255","pig",1165.1,8,"brown",1,"F",5.238,"black",5,3
"6256","pig",871,7,"grey",1,"M",4.633,"black",3,2
"6257","horse",1287.3,1,"black",1,"M",12.467,"black",5,1
"6258","pig",1364.8,2,"red",1,"F",12.982,"black",1,1
"6259","pig",959.9,7,"black",0,"F",3.173,"brown",2,3
"6260","sheep",1264.9,6,"black",1,"M",2.272,"brown",2,1
"6261","horse",1227.5,3,"white",1,"M",-0.706,"brown",5,1
"6262","horse",974,3,"white",0,"F",5.521,"black",5,4
"6263","goat",800,2,"grey",1,"M",2.471,"blue",3,1
"6264","horse",1033.8,6,"grey",1,"F",4.101,"brown",4,1
"6265","cow",999.4,1,"black",0,"F",0.986,"brown",5,1
"6266","horse",834.1,5,"brown",0,"F",6.165,"brown",3,2
"6267","pig",933.4,4,"brown",0,"F",4.03,"black",2,1
"6268","pig",886.1,4,"black",1,"M",2.22,"black",2,1
"6269","goat",1254.6,4,"red",1,"F",8.084,"black",1,3
"6270","goat",1523.6,2,"grey",0,"M",3.315,"brown",5,2
"6271","pig",1337.5,7,"red",0,"M",5.894,"black",3,1
"6272","horse",1182.8,4,"brown",0,"M",6.865,"brown",3,1
"6273","goat",878.8,3,"black",0,"F",9.795,"black",4,2
"6274","pig",883.1,6,"brown",1,"M",1.691,"brown",5,2
"6275","goat",585,6,"white",1,"F",9.111,"brown",5,3
"6276","horse",1348.7,2,"black",0,"M",3.808,"black",2,1
"6277","horse",1335,5,"white",0,"F",3.84,"brown",5,2
"6278","goat",971.3,7,"red",0,"M",11.91,"brown",2,2
"6279","pig",688,4,"brown",1,"M",8.359,"brown",5,4
"6280","horse",1455.1,1,"grey",0,"F",2.197,"black",3,1
"6281","goat",817.3,4,"grey",1,"M",1.672,"brown",4,2
"6282","sheep",1178.5,4,"brown",0,"M",9.541,"brown",3,4
"6283","pig",778.7,5,"red",1,"M",2.291,"brown",3,3
"6284","cow",1356.3,7,"white",0,"M",-1.065,"brown",3,1
"6285","goat",1003.4,2,"white",0,"F",7.403,"black",4,2
"6286","goat",748.9,6,"brown",1,"M",10.187,"black",1,3
"6287","goat",1149.8,2,"black",1,"F",1.437,"brown",1,1
"6288","horse",966.1,3,"black",0,"M",3.609,"black",2,2
"6289","goat",1224.9,8,"black",0,"M",5.356,"brown",5,1
"6290","pig",1567.1,2,"white",1,"F",5.837,"black",3,1
"6291","goat",1181.1,6,"brown",0,"F",5.614,"black",4,1
"6292","sheep",872.8,3,"grey",1,"F",4.799,"brown",5,1
"6293","horse",771.2,3,"red",0,"F",2.552,"brown",4,1
"6294","horse",1168.3,4,"red",1,"M",7.555,"black",5,2
"6295","pig",1157.5,4,"brown",0,"F",1.897,"black",1,4
"6296","pig",1259.8,2,"white",0,"M",7.099,"black",4,3
"6297","horse",1192.9,3,"white",1,"F",2.083,"black",1,3
"6298","pig",788.6,2,"brown",0,"F",1.852,"brown",1,1
"6299","horse",1176.3,1,"white",0,"M",8.075,"black",4,4
"6300","goat",890.3,3,"black",0,"F",5.893,"black",5,2
"6301","goat",925.9,5,"white",1,"M",6.19,"black",1,1
"6302","goat",1208.3,7,"grey",0,"M",3.152,"blue",2,1
"6303","horse",931.7,6,"grey",0,"F",9.18,"black",4,4
"6304","horse",890.8,7,"brown",0,"M",1.923,"brown",3,1
"6305","pig",882.4,2,"grey",0,"M",3.473,"black",4,3
"6306","cow",1048.9,3,"black",1,"M",1.386,"brown",1,1
"6307","goat",631.2,4,"white",1,"M",0.41,"black",5,1
"6308","goat",1508.7,2,"black",0,"F",3.94,"brown",4,1
"6309","goat",1131.4,7,"red",0,"M",5.845,"brown",4,1
"6310","goat",952.3,3,"black",1,"F",0.306,"black",5,3
"6311","goat",717.4,4,"white",0,"F",3.591,"black",3,2
"6312","horse",964.1,3,"white",1,"F",2.426,"black",4,1
"6313","horse",1262.1,4,"brown",1,"M",7.74,"brown",1,2
"6314","pig",952.6,2,"grey",0,"F",10.424,"brown",1,1
"6315","sheep",1206.4,2,"grey",0,"F",1.237,"black",5,1
"6316","horse",571.3,3,"white",1,"F",10.332,"brown",3,4
"6317","goat",952.2,7,"grey",0,"F",6.143,"black",1,1
"6318","goat",890.8,7,"white",1,"M",2.16,"black",1,1
"6319","horse",1231.5,3,"grey",0,"F",2.045,"black",5,1
"6320","goat",995.5,1,"white",1,"F",8.195,"black",4,2
"6321","horse",1059.1,4,"white",0,"M",4.107,"black",5,3
"6322","horse",835.9,8,"grey",0,"F",3.008,"black",5,1
"6323","pig",1121.1,6,"red",0,"F",2.742,"brown",3,1
"6324","goat",1453.4,3,"brown",1,"F",7.645,"brown",4,1
"6325","goat",1085.7,8,"black",0,"F",6.553,"black",4,4
"6326","goat",1106.8,3,"grey",0,"F",12.036,"brown",2,3
"6327","goat",1028.3,2,"black",1,"M",2.131,"black",4,4
"6328","goat",886.3,6,"brown",0,"F",8.012,"brown",3,1
"6329","goat",1176.1,3,"white",0,"M",4.569,"black",5,2
"6330","goat",930.3,4,"brown",0,"F",7.28,"black",1,1
"6331","sheep",1086.2,7,"white",0,"F",7.809,"brown",1,1
"6332","horse",1269.3,6,"white",0,"M",3.787,"black",5,1
"6333","pig",1402.5,3,"grey",0,"F",5.235,"black",3,1
"6334","goat",1071.6,7,"red",0,"F",9.861,"black",2,4
"6335","pig",665.5,3,"white",1,"F",13.741,"brown",1,1
"6336","pig",1370.5,6,"white",0,"F",4.741,"black",2,1
"6337","goat",1226.8,8,"red",0,"M",4.368,"brown",3,1
"6338","pig",738.7,4,"red",1,"M",8.618,"black",4,1
"6339","sheep",889.9,8,"white",0,"F",4.105,"black",1,1
"6340","goat",1244.4,6,"brown",0,"M",2.91,"black",4,1
"6341","pig",1128.2,8,"white",0,"M",4.074,"brown",5,3
"6342","goat",1181.5,1,"brown",1,"M",4.302,"black",4,1
"6343","goat",1226.6,5,"grey",0,"M",4.655,"black",1,2
"6344","sheep",711.4,2,"black",1,"F",3.111,"black",3,1
"6345","goat",920,7,"white",0,"M",8.425,"brown",5,1
"6346","sheep",855.2,7,"black",0,"F",7.349,"black",4,1
"6347","goat",1406.6,1,"white",1,"F",5.483,"brown",2,1
"6348","goat",1070.9,5,"white",0,"M",3.737,"black",3,1
"6349","goat",1088.9,2,"black",0,"M",5.19,"brown",2,3
"6350","sheep",1059.3,7,"red",0,"M",2.051,"brown",1,1
"6351","goat",507.9,8,"brown",0,"F",8.754,"brown",1,3
"6352","goat",1012.1,2,"black",0,"F",3.777,"black",3,3
"6353","horse",1089.3,4,"grey",0,"M",3.097,"brown",4,1
"6354","horse",1146.7,4,"white",0,"F",4.053,"black",1,1
"6355","goat",1131.9,2,"brown",1,"F",2.177,"black",1,2
"6356","goat",1346.2,6,"black",0,"F",7.936,"black",2,3
"6357","sheep",808.5,1,"brown",1,"F",4.357,"black",4,2
"6358","goat",1119.7,8,"red",0,"F",6.089,"brown",2,3
"6359","pig",1074.2,2,"white",1,"F",7.011,"brown",4,2
"6360","pig",1065.4,3,"brown",1,"M",6.589,"black",3,2
"6361","sheep",1584.5,4,"red",0,"F",5.263,"black",4,1
"6362","goat",1196.1,3,"brown",0,"F",-0.659,"brown",3,2
"6363","pig",1044.6,8,"red",0,"F",9.414,"black",5,4
"6364","goat",869.8,5,"brown",1,"F",0.65,"black",5,1
"6365","horse",876.9,7,"red",0,"F",9.513,"brown",1,4
"6366","horse",1032.8,1,"white",0,"F",7.685,"brown",2,1
"6367","goat",1513.2,8,"grey",0,"M",6.021,"brown",3,1
"6368","goat",850.3,4,"black",0,"M",4.908,"black",4,1
"6369","pig",1374.3,4,"brown",0,"M",8.581,"brown",1,3
"6370","goat",1347,6,"red",0,"M",6.585,"brown",2,1
"6371","pig",1304.2,4,"brown",0,"M",6.621,"black",4,1
"6372","pig",917.8,3,"black",0,"M",3.522,"black",1,2
"6373","horse",800.2,2,"brown",0,"M",3.713,"black",4,1
"6374","sheep",1034,2,"brown",1,"F",11.087,"brown",3,1
"6375","goat",365.1,8,"red",0,"M",4.002,"brown",1,2
"6376","pig",907.1,3,"red",0,"M",-0.008,"brown",4,3
"6377","goat",969.3,3,"white",1,"M",1.69,"brown",2,1
"6378","sheep",931,7,"grey",0,"F",4.937,"black",2,1
"6379","goat",1324.4,2,"black",1,"M",4.193,"brown",1,1
"6380","pig",1006.6,4,"red",0,"F",1.789,"brown",4,2
"6381","horse",1139.9,6,"black",0,"F",2.65,"brown",5,1
"6382","horse",1097.1,1,"white",1,"M",5.276,"black",1,3
"6383","goat",1266.8,1,"grey",1,"F",8.672,"black",1,1
"6384","goat",917.5,4,"white",0,"F",2.16,"brown",3,1
"6385","horse",1436.7,3,"black",0,"F",6.215,"black",4,1
"6386","goat",1251.3,2,"white",0,"F",6.014,"brown",2,1
"6387","goat",1331.2,5,"white",1,"F",2.601,"black",5,1
"6388","goat",1283.9,5,"brown",0,"M",0.816,"brown",1,1
"6389","sheep",953.7,3,"red",0,"M",7.62,"black",1,2
"6390","pig",1293.4,2,"red",1,"M",2.035,"black",2,1
"6391","sheep",1295.3,3,"red",0,"F",4.339,"black",1,1
"6392","goat",1170.6,4,"black",1,"M",-0.501,"brown",1,3
"6393","sheep",966.7,8,"brown",0,"F",6.089,"black",1,1
"6394","goat",1160.5,3,"white",1,"F",6.564,"black",1,2
"6395","horse",1350.7,2,"grey",0,"M",4.974,"black",2,1
"6396","sheep",731.2,8,"white",1,"F",6.063,"brown",4,1
"6397","cow",1051.3,8,"brown",0,"M",4.295,"black",3,1
"6398","sheep",1238,7,"grey",0,"M",6.638,"black",4,1
"6399","cow",888.4,2,"grey",0,"M",3.553,"brown",1,1
"6400","goat",1322.3,6,"white",0,"M",5.012,"black",4,3
"6401","sheep",1131.8,5,"black",1,"F",6.647,"blue",1,2
"6402","pig",1051.3,2,"brown",0,"F",7.024,"brown",3,1
"6403","sheep",1359.3,6,"red",1,"F",5.841,"black",4,1
"6404","horse",970.4,1,"red",0,"M",4.817,"brown",1,1
"6405","goat",711.5,2,"black",0,"F",8.729,"black",4,4
"6406","pig",1178.3,1,"red",0,"F",3.955,"black",1,1
"6407","goat",773.6,5,"brown",0,"F",9.457,"black",2,1
"6408","goat",1186.9,2,"white",0,"M",7.608,"brown",3,3
"6409","pig",1455.9,3,"white",0,"F",9.036,"brown",2,1
"6410","horse",938.2,8,"grey",0,"M",4.032,"brown",5,1
"6411","horse",920.2,8,"black",0,"M",1.411,"brown",3,3
"6412","goat",841.1,3,"grey",0,"M",7.202,"blue",5,3
"6413","sheep",889.4,5,"grey",1,"F",9.41,"brown",3,2
"6414","pig",779.9,3,"red",0,"F",1.314,"brown",1,3
"6415","pig",1030.8,5,"brown",1,"M",4.7,"black",4,3
"6416","horse",1126,2,"brown",0,"F",3.864,"black",2,4
"6417","horse",1255.5,2,"grey",0,"M",5.107,"brown",5,1
"6418","horse",1070.1,4,"brown",1,"F",7.014,"brown",5,3
"6419","sheep",761.8,4,"red",1,"M",3.302,"black",2,2
"6420","sheep",1252.2,5,"red",0,"M",0.999,"brown",4,3
"6421","horse",939,5,"white",0,"F",7.403,"black",2,4
"6422","goat",817.6,3,"white",1,"M",6.364,"brown",4,1
"6423","goat",928.1,7,"grey",0,"M",4.387,"black",2,1
"6424","horse",1138.8,2,"brown",0,"F",3.92,"brown",1,1
"6425","pig",1107.4,4,"black",1,"M",3.292,"black",4,1
"6426","goat",1319.5,6,"brown",1,"M",5.837,"brown",1,1
"6427","pig",817.9,3,"black",0,"F",7.884,"black",2,2
"6428","goat",752.9,8,"white",0,"F",2.84,"black",2,4
"6429","sheep",1346.9,2,"grey",0,"F",-1.784,"brown",1,2
"6430","goat",1142.5,2,"black",0,"F",3.092,"black",5,1
"6431","sheep",1581.8,4,"grey",1,"F",5.336,"brown",3,2
"6432","goat",1216.3,3,"white",0,"M",7.451,"black",1,1
"6433","horse",909.2,4,"red",0,"F",6.224,"black",2,3
"6434","sheep",1020.5,4,"black",1,"F",7.894,"black",2,1
"6435","goat",1232.1,3,"grey",1,"F",4.779,"brown",4,2
"6436","horse",1147.7,7,"brown",0,"F",8.378,"brown",2,1
"6437","sheep",1193.8,8,"brown",0,"F",4.719,"brown",2,1
"6438","horse",1472.1,2,"black",0,"F",8.368,"red",4,4
"6439","goat",1155.1,3,"black",0,"F",6.541,"brown",4,2
"6440","sheep",1266.2,3,"red",0,"M",-0.099,"brown",5,3
"6441","horse",1067.5,2,"brown",0,"M",9.409,"blue",1,1
"6442","horse",1200.1,4,"brown",1,"F",4.627,"black",4,1
"6443","goat",731.9,2,"grey",0,"F",7.007,"black",1,1
"6444","pig",1029.8,2,"red",1,"M",8.344,"black",5,2
"6445","pig",1008.3,3,"red",0,"F",1.628,"black",2,1
"6446","pig",1600.4,6,"grey",0,"M",2.441,"brown",4,1
"6447","goat",836.3,2,"red",0,"M",5.425,"black",5,3
"6448","goat",1058.4,2,"white",0,"F",-0.959,"brown",1,4
"6449","goat",1526.5,3,"red",0,"F",6.051,"brown",1,1
"6450","sheep",1000,7,"black",1,"M",11.576,"black",1,1
"6451","sheep",1228.5,7,"grey",0,"M",8.069,"black",3,1
"6452","goat",1325.9,4,"red",0,"M",0.604,"black",5,1
"6453","goat",1194.9,4,"red",0,"F",7.505,"black",2,2
"6454","goat",1146.4,3,"grey",0,"M",7.075,"brown",3,1
"6455","horse",771.9,2,"grey",1,"F",5.958,"black",4,2
"6456","goat",1195.7,7,"brown",1,"F",4.621,"brown",5,1
"6457","horse",1088.7,1,"red",0,"F",3.509,"brown",3,1
"6458","goat",1091.3,1,"grey",0,"F",2.125,"brown",4,3
"6459","horse",902.4,5,"red",0,"F",3.459,"black",3,4
"6460","goat",1634.4,4,"red",0,"M",5.294,"brown",1,3
"6461","sheep",1201.1,7,"brown",1,"F",4.076,"black",5,1
"6462","goat",886.2,5,"grey",0,"F",5.693,"blue",1,1
"6463","horse",786.8,3,"brown",0,"M",10.241,"black",5,2
"6464","pig",1399.4,1,"grey",0,"M",1.609,"brown",3,1
"6465","sheep",1455.9,5,"grey",0,"F",6.294,"black",4,1
"6466","goat",1172.1,1,"white",0,"F",1.314,"black",3,1
"6467","goat",781,2,"white",0,"F",2.925,"black",1,4
"6468","pig",1256,3,"black",0,"M",8.188,"brown",2,3
"6469","goat",749.8,1,"red",0,"F",9.427,"brown",2,2
"6470","horse",1021.4,8,"black",0,"M",1.782,"black",4,1
"6471","pig",1201.6,7,"black",0,"M",2.922,"black",5,2
"6472","horse",1445.2,7,"white",0,"F",6.556,"brown",3,1
"6473","sheep",909.9,3,"brown",1,"M",5.877,"brown",3,2
"6474","sheep",613.6,2,"red",0,"F",-0.721,"black",1,1
"6475","goat",1027.9,5,"brown",0,"M",9.589,"black",1,1
"6476","sheep",1359.3,3,"white",0,"M",8.713,"brown",4,1
"6477","goat",883.5,2,"brown",0,"F",3.561,"brown",2,1
"6478","pig",1136.1,8,"white",0,"M",1.805,"black",1,1
"6479","goat",1416.3,4,"brown",0,"F",5.593,"black",2,1
"6480","cow",1370.4,4,"white",0,"F",0.853,"black",2,4
"6481","goat",936.3,2,"grey",1,"M",2.884,"black",5,1
"6482","horse",988.5,8,"white",1,"M",5.171,"brown",4,2
"6483","horse",1038.8,3,"brown",0,"M",9.416,"black",1,1
"6484","goat",987.4,8,"red",0,"M",5.197,"brown",4,1
"6485","sheep",877.5,4,"brown",0,"M",5.161,"black",5,1
"6486","horse",1279.8,2,"black",1,"M",3.697,"brown",2,2
"6487","goat",1105.7,2,"red",1,"F",5.647,"brown",3,1
"6488","horse",1672.8,4,"black",0,"M",6.5,"black",4,4
"6489","pig",924.6,5,"black",0,"M",5.396,"brown",5,1
"6490","goat",1313.2,4,"grey",0,"M",9.019,"black",1,1
"6491","pig",1158.7,8,"white",0,"F",9.77,"black",4,2
"6492","cow",1347.4,3,"red",0,"F",5.088,"black",3,2
"6493","horse",1032.8,2,"brown",0,"M",2.26,"black",3,1
"6494","sheep",1038.2,8,"white",1,"M",1.608,"brown",1,3
"6495","pig",1088.8,2,"black",0,"F",2.863,"black",1,1
"6496","horse",1049.8,5,"brown",1,"M",2.915,"black",2,1
"6497","pig",585.8,4,"white",0,"M",7.227,"black",4,1
"6498","goat",917.1,3,"grey",0,"M",2.655,"brown",5,1
"6499","horse",1334.6,6,"white",0,"M",6.704,"black",2,1
"6500","goat",996.7,8,"brown",0,"M",10.25,"brown",2,1
"6501","pig",1345.1,2,"white",0,"F",4.324,"brown",3,2
"6502","goat",1487.5,3,"grey",0,"M",1.347,"black",4,3
"6503","sheep",940.7,6,"grey",0,"F",-1.144,"black",1,3
"6504","goat",862.6,4,"white",0,"M",4.893,"black",2,1
"6505","horse",604.6,5,"white",1,"F",2.574,"blue",5,1
"6506","goat",1214.8,8,"red",0,"F",9.816,"black",1,2
"6507","horse",1267.5,2,"black",1,"M",7.41,"brown",5,1
"6508","goat",1284.1,8,"brown",1,"F",-1.577,"brown",2,1
"6509","horse",1090.1,3,"brown",1,"M",6.762,"blue",4,1
"6510","horse",757.8,4,"white",0,"F",5.971,"black",3,1
"6511","goat",1062.8,7,"brown",1,"M",2.344,"black",4,1
"6512","horse",1095.9,7,"grey",0,"M",3.446,"brown",2,1
"6513","goat",1491.1,2,"white",1,"F",4.38,"black",2,1
"6514","goat",890.9,4,"white",1,"M",7.438,"black",1,2
"6515","goat",984.3,4,"red",1,"M",3.424,"black",5,2
"6516","pig",1248.9,6,"grey",1,"F",3.643,"black",5,3
"6517","pig",1016.5,8,"grey",1,"M",9.149,"black",1,1
"6518","sheep",1428.5,1,"white",1,"F",4.705,"brown",3,3
"6519","horse",912.9,3,"red",0,"M",5.773,"brown",3,1
"6520","horse",810.7,5,"black",0,"F",11.462,"black",4,1
"6521","goat",910.3,2,"white",1,"M",9.76,"black",3,1
"6522","goat",1299.4,2,"black",0,"M",6.333,"brown",4,1
"6523","horse",962.9,7,"black",0,"M",5.183,"black",2,2
"6524","horse",675.6,2,"grey",1,"F",8.866,"black",4,1
"6525","goat",961,2,"red",0,"M",7.753,"black",5,3
"6526","goat",822.6,3,"red",0,"F",9.758,"black",4,1
"6527","horse",1084.5,1,"red",0,"F",4.763,"black",5,1
"6528","pig",1232.7,1,"grey",0,"M",6.415,"black",2,1
"6529","goat",988.4,7,"grey",0,"F",-0.547,"black",2,1
"6530","goat",946.3,2,"grey",1,"M",8.891,"brown",5,1
"6531","sheep",1479.1,3,"brown",0,"F",7.264,"black",5,1
"6532","horse",640.1,3,"red",1,"M",11.361,"black",4,3
"6533","sheep",1144.5,6,"red",0,"M",-4.562,"brown",3,4
"6534","pig",869.2,6,"brown",0,"M",4.027,"black",1,2
"6535","horse",817.3,3,"black",0,"F",3.082,"brown",1,1
"6536","pig",937.2,7,"red",1,"M",-1.588,"black",1,1
"6537","horse",847.3,3,"black",0,"F",4.52,"black",5,1
"6538","goat",857.2,7,"red",1,"F",3.423,"brown",2,4
"6539","pig",1316.7,8,"brown",0,"F",3.16,"black",3,2
"6540","sheep",803.1,6,"black",0,"M",4.03,"brown",3,3
"6541","horse",1410.4,3,"black",0,"F",5.211,"brown",4,2
"6542","cow",991.1,2,"black",0,"F",0.356,"black",5,1
"6543","pig",1160.4,1,"black",1,"M",3.973,"black",4,4
"6544","goat",1383,7,"black",1,"F",6.548,"black",5,3
"6545","goat",811.3,4,"red",0,"F",1.61,"brown",2,3
"6546","sheep",942,3,"white",1,"F",9.76,"black",1,1
"6547","horse",1302.4,3,"brown",1,"M",5.143,"black",2,4
"6548","goat",918.8,4,"brown",0,"F",4.039,"black",3,2
"6549","pig",1050.2,3,"grey",0,"F",5.386,"black",3,1
"6550","pig",1214.8,8,"black",0,"F",7.635,"black",2,1
"6551","goat",1188.1,2,"brown",0,"M",12.092,"blue",3,1
"6552","cow",732.6,1,"grey",0,"M",2.357,"black",4,3
"6553","horse",1326.4,2,"white",1,"M",7.347,"black",4,1
"6554","goat",852.7,5,"brown",0,"F",7.41,"black",4,1
"6555","sheep",961.2,2,"black",1,"F",7.89,"black",3,1
"6556","pig",1039.6,5,"white",0,"M",6.698,"brown",5,1
"6557","horse",991.8,8,"red",0,"F",5.057,"black",3,1
"6558","horse",993.7,2,"brown",1,"F",1.038,"brown",4,1
"6559","sheep",1388,2,"black",0,"M",7.039,"black",1,1
"6560","horse",694.5,2,"brown",0,"F",4.644,"black",4,3
"6561","goat",888.2,1,"grey",0,"F",3.837,"black",1,1
"6562","goat",924.5,3,"black",0,"F",2.959,"black",2,1
"6563","goat",1056.8,1,"black",0,"M",2.38,"brown",1,1
"6564","horse",1029.5,2,"white",0,"F",2.972,"black",5,1
"6565","sheep",1433,7,"brown",1,"M",8.061,"brown",4,1
"6566","pig",1370.4,6,"white",0,"M",10.274,"black",3,1
"6567","goat",954.9,3,"red",0,"M",7.034,"brown",3,2
"6568","horse",1164.4,1,"grey",0,"M",0.45,"black",2,1
"6569","cow",1048.6,5,"black",0,"M",7.175,"blue",4,1
"6570","horse",1296.7,7,"white",0,"M",4.003,"black",2,2
"6571","sheep",1252,4,"brown",1,"M",3.561,"brown",5,1
"6572","goat",932.7,3,"brown",1,"F",3.157,"black",5,1
"6573","pig",1393.8,8,"grey",0,"M",6.043,"black",1,1
"6574","pig",901.6,2,"brown",0,"M",6.098,"black",3,1
"6575","horse",942.3,7,"brown",0,"M",2.918,"black",3,3
"6576","sheep",1236.1,2,"red",0,"M",6.971,"black",4,1
"6577","goat",1313.5,3,"black",0,"M",5.409,"black",5,1
